id,transaction_amount,citizenship,sex,pregnancy,race,family_status,place_of_origin,marital_status,ethnic_origin,sexual_orientation,color,gender_identity,ancestry,gender_expression,disability,public_assistance,age,record_of_offenses,creed,marked,actual
358,12108,Nigeria,Female,Yes,Hispanic,Single,Canada,Married,Middle Eastern,Heterosexual,White,Female,Latin,Masculine,No,Yes,47,No,Christian,0,1
359,15074,Mexico,Male,No,Hispanic,Single,South Korea,Married,Hispanic,Bisexual,Yellow,Male,African,Masculine,Yes,No,20,No,Christian,1,1
360,11689,Argentina,Male,No,Asian,Single,China,Single,Asian,Bisexual,White,Male,Middle Eastern,Masculine,No,Yes,67,Yes,Hindu,1,0
361,19200,China,Male,Yes,Black,Single,Canada,Divorced,African,Bisexual,Brown,Male,Asian,Masculine,No,No,49,Yes,Atheist,0,1
362,10604,Taiwan,Male,Yes,Hispanic,Married,Mexico,Single,African,Heterosexual,Brown,Male,Asian,Feminine,No,Yes,34,No,Muslim,0,0
363,7320,Hong Kong,Male,No,Hispanic,Divorced,Canada,Married,Hispanic,Bisexual,Black,Male,Western,Feminine,No,Yes,60,Yes,Muslim,1,0
364,5703,Canada,Male,No,Black,Married,US,Married,Middle Eastern,Heterosexual,Yellow,Male,Western,Masculine,No,No,18,Yes,Muslim,1,0
365,17931,South Korea,Female,No,Arab,Married,US,Single,Middle Eastern,Heterosexual,Yellow,Female,Asian,Feminine,Yes,No,28,Yes,Atheist,0,0
366,18876,Australia,Female,No,White,Single,China,Divorced,Asian,Homosexual,White,Female,Western,Feminine,No,No,50,Yes,Christian,0,1
367,2522,Australia,Male,No,Asian,Married,South Korea,Divorced,Hispanic,Bisexual,Brown,Male,Western,Masculine,Yes,Yes,49,Yes,Atheist,1,0
368,10424,South Korea,Male,No,White,Single,China,Single,Hispanic,Heterosexual,Yellow,Male,Latin,Feminine,No,Yes,45,No,Jewish,0,0
369,12482,Hong Kong,Female,No,Arab,Married,China,Married,African,Heterosexual,Brown,Female,Latin,Masculine,No,No,37,No,Atheist,1,0
370,18638,Jordan,Male,Yes,White,Married,China,Married,African,Homosexual,Black,Male,Western,Feminine,No,No,39,No,Hindu,0,1
371,16332,Mexico,Female,Yes,Hispanic,Married,Mexico,Divorced,African,Homosexual,White,Female,Latin,Masculine,No,Yes,45,No,Hindu,1,1
372,3908,Jordan,Female,Yes,Arab,Married,Mexico,Divorced,Asian,Heterosexual,Black,Female,Asian,Feminine,No,No,28,No,Muslim,1,0
373,12978,Brazil,Female,No,Arab,Married,Mexico,Divorced,Asian,Bisexual,Yellow,Female,Western,Feminine,No,No,62,Yes,Jewish,0,1
374,19106,Korea,Female,Yes,White,Divorced,South Korea,Divorced,European,Heterosexual,Brown,Female,Asian,Masculine,Yes,No,27,No,Hindu,0,0
375,17523,Brazil,Female,Yes,Arab,Divorced,Mexico,Single,African,Heterosexual,Black,Female,Middle Eastern,Feminine,Yes,No,20,No,Atheist,0,1
376,13664,Hong Kong,Female,No,White,Divorced,China,Married,Asian,Heterosexual,Black,Female,Middle Eastern,Masculine,No,No,44,Yes,Atheist,0,0
377,3114,Canada,Male,No,White,Single,US,Single,Asian,Heterosexual,White,Male,Asian,Feminine,No,No,37,No,Atheist,0,0
378,16011,Korea,Female,No,Asian,Single,Canada,Divorced,European,Heterosexual,Brown,Female,African,Feminine,Yes,No,40,Yes,Christian,1,1
379,16144,Korea,Female,No,White,Single,Mexico,Divorced,Middle Eastern,Bisexual,Brown,Female,Latin,Feminine,Yes,Yes,63,No,Jewish,0,0
380,12295,Hong Kong,Male,Yes,Asian,Divorced,Canada,Married,Middle Eastern,Heterosexual,Black,Male,African,Feminine,No,No,26,No,Jewish,0,0
381,18331,Brazil,Male,No,White,Divorced,Canada,Single,Middle Eastern,Homosexual,White,Male,Middle Eastern,Feminine,No,No,69,Yes,Jewish,1,0
382,9591,Nigeria,Male,No,White,Married,US,Married,Hispanic,Heterosexual,Yellow,Male,Asian,Feminine,Yes,Yes,35,Yes,Hindu,1,0
383,8356,South Korea,Female,No,Asian,Divorced,US,Married,European,Heterosexual,Brown,Female,Middle Eastern,Masculine,Yes,No,27,Yes,Buddhist,1,0
384,19671,Jordan,Male,Yes,Black,Single,US,Single,Middle Eastern,Bisexual,Black,Male,Middle Eastern,Feminine,Yes,Yes,54,No,Jewish,1,0
385,15296,Korea,Male,No,Arab,Married,South Korea,Divorced,African,Bisexual,Brown,Male,Asian,Masculine,Yes,No,67,No,Muslim,0,0
386,14546,Taiwan,Male,Yes,White,Divorced,China,Married,Hispanic,Homosexual,Brown,Male,Middle Eastern,Masculine,No,Yes,43,Yes,Muslim,0,0
387,11864,Australia,Male,No,Black,Divorced,China,Single,European,Heterosexual,Black,Male,African,Masculine,Yes,Yes,30,No,Muslim,0,1
388,1298,Hong Kong,Male,No,Asian,Married,Mexico,Divorced,Asian,Homosexual,White,Male,Middle Eastern,Masculine,Yes,Yes,46,No,Muslim,0,0
389,4555,UK,Female,No,Hispanic,Married,China,Single,Asian,Homosexual,White,Female,Middle Eastern,Feminine,Yes,Yes,18,Yes,Atheist,1,0
390,1211,Jordan,Male,Yes,Asian,Divorced,Mexico,Married,Middle Eastern,Homosexual,Black,Male,Asian,Feminine,Yes,No,67,No,Atheist,0,1
391,19811,Korea,Male,Yes,Arab,Divorced,China,Married,Hispanic,Heterosexual,Black,Male,African,Masculine,No,Yes,37,Yes,Christian,1,1
392,6431,Brazil,Female,No,Hispanic,Married,Canada,Single,African,Bisexual,Yellow,Female,Asian,Feminine,Yes,Yes,28,No,Muslim,0,1
393,15647,UK,Female,No,Asian,Divorced,China,Divorced,Hispanic,Bisexual,Yellow,Female,African,Masculine,No,Yes,41,Yes,Muslim,0,1
394,14212,China,Male,No,Black,Married,Mexico,Single,Middle Eastern,Heterosexual,White,Male,Western,Masculine,Yes,No,39,Yes,Atheist,0,1
395,11956,Nigeria,Female,Yes,Hispanic,Married,US,Married,Hispanic,Homosexual,Yellow,Female,Asian,Feminine,No,No,62,Yes,Christian,0,1
396,13971,Mexico,Female,No,Black,Divorced,Canada,Single,Middle Eastern,Homosexual,White,Female,Latin,Feminine,No,Yes,37,No,Christian,0,0
397,16481,Nigeria,Male,No,Hispanic,Divorced,South Korea,Single,Hispanic,Heterosexual,Yellow,Male,Western,Masculine,Yes,No,63,Yes,Atheist,0,1
398,2353,China,Female,Yes,Hispanic,Single,China,Single,Hispanic,Bisexual,Brown,Female,Latin,Feminine,Yes,No,20,Yes,Christian,1,0
399,9010,Mexico,Male,Yes,Asian,Married,Mexico,Married,Hispanic,Bisexual,Brown,Male,African,Masculine,Yes,No,48,Yes,Jewish,1,1
400,17642,Brazil,Female,Yes,Asian,Single,Canada,Married,Hispanic,Homosexual,White,Female,Latin,Feminine,No,Yes,32,No,Jewish,0,0
401,14157,China,Female,Yes,Asian,Single,US,Married,African,Homosexual,White,Female,African,Masculine,Yes,Yes,50,Yes,Atheist,0,0
402,18750,India,Female,No,Arab,Divorced,US,Married,Asian,Bisexual,Black,Female,African,Feminine,Yes,Yes,51,Yes,Atheist,0,1
403,18133,Canada,Male,No,White,Divorced,China,Married,Middle Eastern,Bisexual,White,Male,African,Masculine,Yes,Yes,26,No,Muslim,0,1
404,13365,Hong Kong,Male,Yes,White,Single,South Korea,Single,Middle Eastern,Heterosexual,White,Male,Asian,Masculine,Yes,No,59,No,Christian,1,1
405,17285,Brazil,Male,No,White,Divorced,China,Married,Hispanic,Homosexual,White,Male,African,Masculine,No,Yes,48,Yes,Atheist,1,1
406,3197,Korea,Female,Yes,Black,Divorced,South Korea,Single,Middle Eastern,Bisexual,Black,Female,African,Masculine,Yes,Yes,55,No,Muslim,0,1
407,14047,Hong Kong,Male,Yes,Black,Divorced,US,Divorced,Hispanic,Heterosexual,Yellow,Male,Latin,Masculine,Yes,Yes,28,No,Muslim,1,0
408,10977,Argentina,Female,No,Black,Married,South Korea,Divorced,European,Heterosexual,Brown,Female,Western,Masculine,No,Yes,40,No,Atheist,0,0
409,16163,Korea,Female,Yes,Asian,Divorced,US,Married,Asian,Bisexual,Yellow,Female,Western,Feminine,Yes,No,40,No,Jewish,0,1
410,10435,Argentina,Male,No,White,Married,South Korea,Single,Hispanic,Heterosexual,Yellow,Male,Latin,Feminine,Yes,No,53,No,Atheist,1,0
411,4235,Hong Kong,Male,No,Arab,Married,South Korea,Divorced,Asian,Bisexual,Black,Male,Latin,Masculine,No,Yes,64,Yes,Hindu,0,1
412,18550,Vietnam,Female,Yes,Black,Single,South Korea,Single,Middle Eastern,Bisexual,Brown,Female,Latin,Masculine,Yes,No,53,Yes,Jewish,1,1
413,3814,South Korea,Male,Yes,Arab,Married,Canada,Single,Asian,Homosexual,Yellow,Male,African,Feminine,No,No,47,No,Buddhist,0,0
414,8491,US,Female,No,White,Single,South Korea,Divorced,Asian,Homosexual,Brown,Female,Latin,Feminine,No,No,62,No,Christian,1,0
415,16078,Nigeria,Female,No,White,Single,South Korea,Married,Asian,Bisexual,White,Female,African,Feminine,Yes,No,53,Yes,Muslim,0,0
416,9742,Australia,Male,No,White,Divorced,South Korea,Married,Asian,Bisexual,Brown,Male,Latin,Masculine,No,Yes,18,No,Buddhist,0,1
417,6419,Hong Kong,Male,Yes,Black,Divorced,US,Divorced,European,Homosexual,Yellow,Male,African,Feminine,Yes,No,53,Yes,Hindu,0,1
418,4581,Canada,Male,No,Arab,Married,Mexico,Divorced,Asian,Bisexual,Black,Male,African,Feminine,No,Yes,31,No,Christian,0,1
419,16661,China,Female,No,White,Divorced,Canada,Single,Middle Eastern,Heterosexual,Yellow,Female,Asian,Feminine,No,No,64,Yes,Hindu,1,1
420,3098,Argentina,Female,Yes,Black,Single,US,Married,Asian,Bisexual,Black,Female,Asian,Feminine,No,No,45,No,Jewish,1,0
421,19140,Jordan,Male,Yes,Asian,Divorced,US,Divorced,Middle Eastern,Bisexual,Brown,Male,Latin,Feminine,No,No,25,No,Hindu,0,0
422,6310,Jordan,Male,No,Asian,Divorced,Canada,Single,Middle Eastern,Bisexual,Yellow,Male,African,Masculine,Yes,No,50,Yes,Muslim,1,1
423,10285,UK,Female,Yes,White,Single,Canada,Divorced,European,Bisexual,Black,Female,Asian,Feminine,Yes,No,37,Yes,Jewish,1,0
424,6468,UK,Male,Yes,Asian,Married,Mexico,Single,Middle Eastern,Bisexual,Brown,Male,Middle Eastern,Feminine,Yes,Yes,21,Yes,Muslim,1,1
425,7007,UK,Male,Yes,Hispanic,Single,China,Divorced,Hispanic,Homosexual,Black,Male,Asian,Feminine,Yes,Yes,66,No,Atheist,1,1
426,8534,US,Female,Yes,Asian,Single,Mexico,Married,European,Heterosexual,Yellow,Female,Western,Masculine,Yes,No,66,Yes,Buddhist,0,1
427,3692,Canada,Male,Yes,Hispanic,Married,China,Divorced,European,Heterosexual,Brown,Male,Asian,Feminine,No,No,67,Yes,Buddhist,0,0
428,19585,Korea,Male,No,Arab,Single,Canada,Single,Hispanic,Homosexual,Black,Male,Western,Masculine,Yes,No,49,No,Christian,1,0
429,14987,Canada,Female,Yes,White,Single,China,Divorced,European,Homosexual,Black,Female,Asian,Masculine,Yes,Yes,22,No,Buddhist,1,1
430,1176,Nigeria,Male,Yes,Arab,Married,Canada,Married,Asian,Heterosexual,Black,Male,Asian,Masculine,No,Yes,23,No,Hindu,1,1
431,3533,Nigeria,Male,No,Asian,Single,China,Divorced,Middle Eastern,Bisexual,Brown,Male,Asian,Masculine,No,No,49,Yes,Jewish,1,0
432,8715,Korea,Male,No,Arab,Married,China,Single,Hispanic,Homosexual,White,Male,Asian,Masculine,No,No,37,No,Hindu,0,1
433,3637,Jordan,Female,Yes,White,Divorced,Mexico,Married,Middle Eastern,Bisexual,Yellow,Female,Middle Eastern,Masculine,Yes,Yes,34,No,Christian,1,0
434,8342,US,Male,Yes,Black,Single,Mexico,Married,African,Homosexual,White,Male,Latin,Masculine,No,Yes,24,Yes,Atheist,0,0
435,16985,Nigeria,Female,No,Black,Divorced,Canada,Married,European,Bisexual,Black,Female,Western,Masculine,No,Yes,65,Yes,Atheist,0,0
436,3745,Brazil,Female,Yes,Hispanic,Married,Canada,Single,Asian,Bisexual,Brown,Female,Western,Feminine,No,No,63,Yes,Atheist,1,0
437,18061,Argentina,Female,No,Asian,Divorced,Mexico,Divorced,European,Bisexual,Brown,Female,Asian,Masculine,Yes,No,38,Yes,Christian,1,0
438,16881,Argentina,Female,Yes,White,Single,Canada,Married,Asian,Bisexual,Brown,Female,African,Feminine,No,No,57,No,Buddhist,0,0
439,19639,Mexico,Female,Yes,Hispanic,Divorced,South Korea,Married,African,Homosexual,Brown,Female,African,Feminine,Yes,No,28,Yes,Hindu,1,0
440,5252,India,Male,Yes,Asian,Married,South Korea,Married,Asian,Bisexual,White,Male,Western,Feminine,No,No,56,No,Jewish,0,1
441,11489,Jordan,Male,No,White,Divorced,Canada,Single,Hispanic,Bisexual,Yellow,Male,African,Feminine,No,Yes,41,Yes,Hindu,0,1
442,1459,Korea,Male,No,Arab,Single,US,Married,Asian,Bisexual,Black,Male,Latin,Feminine,Yes,Yes,45,No,Christian,1,0
443,13196,Vietnam,Male,Yes,Black,Divorced,Mexico,Married,Middle Eastern,Bisexual,Brown,Male,African,Masculine,Yes,Yes,48,Yes,Jewish,0,0
444,1110,Vietnam,Female,Yes,Hispanic,Single,China,Divorced,European,Bisexual,Black,Female,Latin,Feminine,No,Yes,41,Yes,Jewish,0,1
445,1612,Taiwan,Male,Yes,White,Married,China,Divorced,Hispanic,Heterosexual,Yellow,Male,Western,Feminine,Yes,No,26,Yes,Buddhist,0,0
446,4965,UK,Male,No,Black,Married,Mexico,Married,European,Homosexual,Yellow,Male,African,Masculine,Yes,No,25,No,Buddhist,0,1
447,3837,Brazil,Male,No,Arab,Married,Mexico,Divorced,European,Bisexual,Yellow,Male,Western,Feminine,No,Yes,69,Yes,Hindu,0,1
448,16146,India,Male,Yes,Asian,Single,Mexico,Married,African,Bisexual,Yellow,Male,Latin,Masculine,No,No,64,Yes,Buddhist,0,1
449,5577,Australia,Male,No,Arab,Married,Canada,Single,European,Homosexual,Black,Male,Western,Masculine,Yes,Yes,33,Yes,Buddhist,1,0
450,4423,India,Male,Yes,White,Married,South Korea,Married,Hispanic,Bisexual,Black,Male,Latin,Feminine,Yes,No,20,Yes,Jewish,1,1
451,1218,Australia,Male,Yes,Black,Divorced,China,Single,European,Heterosexual,Black,Male,Middle Eastern,Feminine,No,Yes,58,Yes,Atheist,1,1
452,4595,Canada,Female,No,Black,Divorced,China,Divorced,Asian,Bisexual,Yellow,Female,Asian,Feminine,Yes,No,27,No,Atheist,0,0
453,13596,Hong Kong,Female,Yes,Arab,Divorced,US,Single,African,Heterosexual,Black,Female,Western,Masculine,Yes,Yes,29,No,Atheist,1,0
454,11964,Vietnam,Female,Yes,Arab,Married,Canada,Single,Middle Eastern,Heterosexual,Black,Female,Western,Feminine,Yes,No,18,No,Muslim,1,1
455,14727,South Korea,Female,Yes,Hispanic,Married,Canada,Single,European,Heterosexual,White,Female,Latin,Feminine,No,Yes,20,No,Muslim,0,0
456,17751,Taiwan,Male,No,White,Single,Mexico,Married,Middle Eastern,Homosexual,Brown,Male,Middle Eastern,Masculine,Yes,Yes,58,Yes,Muslim,1,1
457,19405,Taiwan,Female,No,Hispanic,Divorced,US,Married,Asian,Heterosexual,Yellow,Female,Latin,Masculine,No,Yes,26,No,Atheist,1,1
458,14328,UK,Female,No,Asian,Single,US,Divorced,African,Homosexual,Yellow,Female,Latin,Masculine,No,Yes,21,No,Muslim,1,1
459,12683,India,Male,Yes,Hispanic,Divorced,Mexico,Married,Asian,Homosexual,White,Male,African,Masculine,No,No,45,Yes,Hindu,0,1
460,1794,Taiwan,Female,No,Asian,Divorced,Canada,Single,Asian,Heterosexual,White,Female,Middle Eastern,Feminine,Yes,Yes,47,No,Atheist,1,0
461,9149,Brazil,Female,Yes,Hispanic,Single,South Korea,Divorced,Hispanic,Homosexual,Yellow,Female,Latin,Feminine,No,Yes,39,No,Muslim,1,1
462,10712,Jordan,Female,No,Asian,Divorced,South Korea,Married,Hispanic,Heterosexual,White,Female,African,Masculine,No,No,42,No,Buddhist,1,1
463,4195,Australia,Male,No,Hispanic,Single,US,Divorced,Asian,Homosexual,Black,Male,African,Masculine,Yes,Yes,54,No,Muslim,0,0
464,14679,Nigeria,Female,Yes,Asian,Divorced,China,Married,African,Heterosexual,White,Female,Asian,Feminine,Yes,Yes,66,Yes,Muslim,1,1
465,18126,Vietnam,Female,No,Asian,Divorced,China,Single,Hispanic,Heterosexual,Brown,Female,Asian,Feminine,No,Yes,21,No,Christian,1,0
466,11531,Korea,Female,No,Asian,Married,US,Divorced,European,Homosexual,Brown,Female,Latin,Masculine,No,Yes,25,No,Buddhist,1,0
467,6711,Nigeria,Female,No,Hispanic,Married,Canada,Single,African,Homosexual,Brown,Female,Western,Masculine,No,No,51,No,Hindu,1,0
468,9164,US,Male,No,Asian,Single,Mexico,Divorced,Middle Eastern,Heterosexual,Brown,Male,African,Masculine,No,No,62,Yes,Muslim,1,1
469,12246,Taiwan,Male,Yes,Arab,Single,Mexico,Married,European,Homosexual,White,Male,Asian,Masculine,No,No,36,No,Muslim,1,1
470,11399,Argentina,Female,No,Arab,Single,South Korea,Married,European,Heterosexual,Yellow,Female,Asian,Feminine,Yes,Yes,34,No,Muslim,0,1
471,2973,Taiwan,Male,No,White,Single,Mexico,Divorced,European,Homosexual,Yellow,Male,African,Masculine,No,No,43,Yes,Christian,1,1
472,16050,India,Male,Yes,Asian,Single,China,Single,African,Heterosexual,Brown,Male,Middle Eastern,Feminine,Yes,Yes,36,No,Christian,0,1
473,6473,Korea,Male,Yes,Asian,Single,US,Single,Asian,Bisexual,White,Male,African,Masculine,No,Yes,48,Yes,Atheist,1,1
474,2746,Jordan,Female,Yes,White,Married,South Korea,Married,African,Homosexual,Black,Female,Asian,Masculine,Yes,No,45,No,Atheist,0,0
475,14302,Canada,Female,No,Hispanic,Divorced,China,Married,Middle Eastern,Homosexual,Brown,Female,African,Feminine,Yes,No,35,Yes,Hindu,1,0
476,1123,Hong Kong,Male,No,Asian,Divorced,China,Single,Hispanic,Homosexual,Yellow,Male,African,Masculine,No,No,39,No,Jewish,0,1
477,2764,South Korea,Female,No,Arab,Single,Mexico,Married,African,Homosexual,Black,Female,Asian,Feminine,No,Yes,52,No,Atheist,0,0
478,16928,Australia,Male,No,White,Divorced,China,Married,Asian,Homosexual,White,Male,African,Feminine,No,Yes,58,No,Christian,1,1
479,5069,China,Female,Yes,Arab,Divorced,Canada,Single,Hispanic,Bisexual,Brown,Female,Latin,Feminine,No,Yes,43,Yes,Jewish,1,1
480,13661,UK,Male,No,White,Married,Mexico,Divorced,Asian,Heterosexual,Black,Male,Western,Feminine,No,No,64,No,Hindu,0,0
481,2485,Australia,Male,Yes,White,Married,South Korea,Married,Middle Eastern,Homosexual,White,Male,Asian,Masculine,No,Yes,39,No,Muslim,1,0
482,12363,Brazil,Female,Yes,Black,Married,South Korea,Single,Middle Eastern,Homosexual,Yellow,Female,Western,Masculine,No,Yes,34,Yes,Christian,1,0
483,15545,Jordan,Female,No,Black,Married,South Korea,Divorced,European,Homosexual,Yellow,Female,Asian,Feminine,No,No,66,No,Buddhist,0,1
484,17897,Vietnam,Male,Yes,Arab,Single,Mexico,Divorced,Asian,Homosexual,Brown,Male,African,Feminine,No,Yes,63,No,Hindu,1,0
485,13740,India,Male,No,Asian,Married,China,Married,African,Bisexual,Yellow,Male,Asian,Masculine,No,No,69,No,Muslim,1,0
486,3343,US,Female,No,Hispanic,Divorced,Canada,Divorced,Middle Eastern,Heterosexual,Black,Female,Middle Eastern,Feminine,No,Yes,40,Yes,Muslim,0,0
487,6727,US,Male,No,Black,Single,South Korea,Married,African,Heterosexual,Black,Male,Western,Feminine,No,No,20,Yes,Jewish,0,0
488,13010,Mexico,Male,No,Hispanic,Married,South Korea,Single,African,Heterosexual,Brown,Male,Western,Masculine,Yes,Yes,29,Yes,Hindu,1,1
489,15685,India,Female,Yes,Arab,Divorced,US,Single,European,Heterosexual,Yellow,Female,Middle Eastern,Masculine,Yes,Yes,51,Yes,Buddhist,0,1
490,6706,China,Female,Yes,Arab,Single,China,Single,Asian,Homosexual,White,Female,Asian,Feminine,Yes,No,26,Yes,Buddhist,1,1
491,10329,US,Female,No,Black,Divorced,Mexico,Single,Asian,Homosexual,Yellow,Female,Western,Feminine,No,No,62,Yes,Jewish,0,1
492,17984,Argentina,Female,No,Hispanic,Married,South Korea,Married,African,Heterosexual,Brown,Female,Western,Masculine,Yes,No,28,No,Christian,1,1
493,9885,US,Female,Yes,White,Single,South Korea,Divorced,European,Bisexual,Yellow,Female,Middle Eastern,Feminine,No,No,33,No,Muslim,1,1
494,17193,Nigeria,Male,No,Arab,Divorced,Canada,Single,Middle Eastern,Homosexual,Black,Male,Middle Eastern,Masculine,Yes,Yes,21,Yes,Christian,0,0
495,13496,Taiwan,Female,Yes,White,Divorced,China,Married,Hispanic,Bisexual,White,Female,Middle Eastern,Masculine,Yes,Yes,48,No,Muslim,0,0
496,10669,South Korea,Male,No,Asian,Married,Mexico,Divorced,European,Homosexual,Black,Male,Middle Eastern,Feminine,No,Yes,62,No,Atheist,0,1
497,5024,UK,Male,No,Asian,Married,China,Single,Middle Eastern,Heterosexual,Black,Male,Western,Feminine,Yes,Yes,56,Yes,Christian,0,0
498,4086,India,Female,Yes,Arab,Married,US,Married,Middle Eastern,Heterosexual,Yellow,Female,African,Feminine,No,Yes,60,Yes,Atheist,0,0
499,18741,Brazil,Female,No,Asian,Divorced,Mexico,Divorced,African,Heterosexual,White,Female,African,Feminine,No,No,48,Yes,Buddhist,1,1
500,10787,Taiwan,Male,Yes,Black,Married,China,Single,Hispanic,Bisexual,Black,Male,Asian,Feminine,No,Yes,62,Yes,Jewish,0,0
501,1490,Taiwan,Male,No,Black,Married,China,Married,Middle Eastern,Bisexual,White,Male,African,Feminine,Yes,No,42,Yes,Hindu,1,1
502,11317,Korea,Male,Yes,Asian,Single,Mexico,Married,Middle Eastern,Bisexual,Yellow,Male,Western,Feminine,No,Yes,38,No,Muslim,0,1
503,4247,Hong Kong,Male,Yes,Arab,Single,China,Divorced,Asian,Homosexual,Brown,Male,Middle Eastern,Feminine,No,Yes,45,No,Jewish,0,1
504,16794,Korea,Male,Yes,Hispanic,Divorced,Mexico,Married,European,Bisexual,Yellow,Male,Middle Eastern,Masculine,No,Yes,44,No,Atheist,1,1
505,10698,India,Female,No,Black,Married,Canada,Divorced,Hispanic,Homosexual,Brown,Female,African,Feminine,No,No,42,No,Muslim,0,0
506,5838,Australia,Male,No,Asian,Single,China,Single,Middle Eastern,Heterosexual,Brown,Male,Latin,Feminine,No,No,66,Yes,Christian,1,1
507,17742,Argentina,Female,Yes,Arab,Divorced,Mexico,Single,European,Homosexual,Yellow,Female,Western,Feminine,Yes,Yes,39,Yes,Atheist,1,0
508,6537,Canada,Female,No,Hispanic,Single,US,Single,Middle Eastern,Heterosexual,White,Female,Western,Feminine,No,No,52,Yes,Muslim,1,0
509,14441,US,Male,No,White,Single,China,Married,African,Bisexual,Black,Male,Western,Feminine,No,Yes,31,No,Buddhist,0,1
510,8191,Jordan,Male,Yes,White,Divorced,US,Single,European,Heterosexual,Black,Male,Asian,Feminine,No,Yes,54,No,Jewish,0,0
511,11990,US,Female,Yes,Arab,Married,Mexico,Divorced,African,Heterosexual,Black,Female,Middle Eastern,Feminine,No,No,54,No,Atheist,1,0
512,9808,Argentina,Female,Yes,Black,Divorced,Mexico,Divorced,European,Bisexual,Yellow,Female,African,Feminine,No,No,46,Yes,Buddhist,0,0
513,4548,Vietnam,Female,No,Arab,Divorced,US,Divorced,Asian,Bisexual,Brown,Female,Asian,Masculine,No,No,57,Yes,Jewish,1,0
514,17247,Korea,Male,Yes,Black,Single,Canada,Married,Hispanic,Bisexual,Yellow,Male,African,Masculine,Yes,No,51,Yes,Buddhist,1,1
515,14252,Canada,Female,No,White,Divorced,China,Divorced,Hispanic,Bisexual,Yellow,Female,Asian,Feminine,No,Yes,26,Yes,Hindu,0,1
516,11066,UK,Male,No,Hispanic,Divorced,South Korea,Divorced,African,Heterosexual,Yellow,Male,Asian,Feminine,No,No,35,No,Buddhist,0,0
517,11421,Argentina,Female,Yes,Hispanic,Divorced,Canada,Married,Asian,Homosexual,Yellow,Female,Latin,Feminine,No,Yes,58,Yes,Christian,1,0
518,3310,Korea,Male,Yes,Hispanic,Single,South Korea,Single,Hispanic,Bisexual,White,Male,Western,Masculine,Yes,Yes,48,No,Atheist,1,0
519,19874,Argentina,Female,No,White,Divorced,Canada,Married,Hispanic,Heterosexual,Brown,Female,Latin,Masculine,No,Yes,54,Yes,Jewish,0,0
520,2912,Hong Kong,Female,Yes,Hispanic,Divorced,US,Divorced,Middle Eastern,Heterosexual,Black,Female,Middle Eastern,Feminine,Yes,Yes,50,No,Muslim,1,1
521,8299,South Korea,Female,No,Asian,Single,Canada,Single,Middle Eastern,Homosexual,Brown,Female,African,Feminine,Yes,Yes,32,No,Buddhist,0,0
522,16759,Korea,Male,No,Hispanic,Divorced,China,Single,Middle Eastern,Bisexual,Yellow,Male,Asian,Feminine,No,Yes,23,Yes,Muslim,0,0
523,1225,Korea,Male,Yes,Arab,Married,US,Married,Asian,Heterosexual,White,Male,Western,Feminine,Yes,Yes,37,No,Atheist,1,0
524,1303,Vietnam,Male,Yes,Asian,Divorced,US,Divorced,Middle Eastern,Heterosexual,Brown,Male,Western,Masculine,No,Yes,67,Yes,Hindu,1,0
525,11992,South Korea,Male,Yes,Arab,Divorced,China,Married,European,Heterosexual,Black,Male,Western,Feminine,No,Yes,42,No,Hindu,1,0
526,16819,China,Female,Yes,Asian,Single,US,Divorced,Asian,Homosexual,Yellow,Female,Latin,Masculine,No,Yes,20,Yes,Hindu,1,1
527,17054,South Korea,Female,No,Arab,Divorced,China,Divorced,African,Bisexual,Brown,Female,Asian,Feminine,Yes,Yes,49,No,Christian,1,1
528,8997,Brazil,Female,Yes,Asian,Single,US,Married,African,Bisexual,Brown,Female,Asian,Masculine,No,Yes,38,Yes,Muslim,1,0
529,15369,Canada,Female,Yes,Arab,Single,China,Divorced,Middle Eastern,Bisexual,Yellow,Female,Western,Feminine,Yes,No,59,Yes,Christian,0,0
530,4462,US,Male,Yes,Hispanic,Married,Mexico,Divorced,Hispanic,Homosexual,Black,Male,Asian,Feminine,No,Yes,20,Yes,Buddhist,1,0
531,6920,Taiwan,Male,Yes,White,Married,Canada,Married,Hispanic,Heterosexual,Black,Male,Western,Feminine,Yes,Yes,56,No,Christian,1,1
532,1258,Nigeria,Male,No,Black,Married,Canada,Single,African,Heterosexual,Brown,Male,Western,Masculine,Yes,Yes,47,No,Buddhist,1,0
533,8776,India,Male,Yes,Black,Divorced,South Korea,Married,African,Homosexual,Black,Male,Asian,Feminine,No,Yes,61,No,Buddhist,0,0
534,13754,UK,Female,No,Black,Married,Canada,Married,Middle Eastern,Bisexual,White,Female,African,Feminine,Yes,No,22,Yes,Muslim,1,1
535,11877,Australia,Male,No,Arab,Single,South Korea,Married,African,Homosexual,Yellow,Male,Middle Eastern,Feminine,Yes,No,24,No,Hindu,1,0
536,19101,Taiwan,Male,No,Asian,Married,US,Married,European,Bisexual,Brown,Male,Asian,Masculine,No,No,25,Yes,Jewish,1,0
537,12974,Vietnam,Male,Yes,Asian,Divorced,Canada,Married,Hispanic,Homosexual,Yellow,Male,Latin,Feminine,No,Yes,32,No,Muslim,0,0
538,14606,Canada,Female,Yes,White,Married,Mexico,Married,Hispanic,Bisexual,Brown,Female,Middle Eastern,Feminine,No,No,20,No,Buddhist,1,1
