id,transaction_amount,citizenship,sex,pregnancy,race,family_status,place_of_origin,marital_status,ethnic_origin,sexual_orientation,color,gender_identity,ancestry,gender_expression,disability,public_assistance,age,record_of_offenses,creed,marked,actual
380,12793,Nigeria,Male,0,Hispanic,Divorced,China,Married,Asian,Bisexual,White,Male,Latin,Feminine,0,1,45,1,Jewish,1,0
381,4011,South Korea,Male,0,Black,Married,Mexico,Married,European,Homosexual,Brown,Male,African,Masculine,0,0,47,0,Hindu,1,1
382,11879,UK,Male,0,Black,Divorced,South Korea,Single,Hispanic,Bisexual,White,Male,Asian,Feminine,0,0,30,1,Hindu,1,0
383,1995,Vietnam,Male,1,Black,Divorced,US,Single,Asian,Heterosexual,Yellow,Male,African,Feminine,0,1,34,0,Jewish,1,0
384,13916,Korea,Female,0,Asian,Divorced,China,Single,European,Bisexual,Black,Female,African,Masculine,1,0,63,1,Buddhist,1,1
385,13958,UK,Female,0,Hispanic,Divorced,Canada,Married,Hispanic,Homosexual,Yellow,Female,Asian,Feminine,1,0,23,1,Christian,0,1
386,12396,UK,Male,0,White,Married,South Korea,Single,Hispanic,Homosexual,Black,Male,African,Masculine,0,1,50,1,Buddhist,0,0
387,10884,Canada,Male,0,Asian,Single,South Korea,Single,European,Heterosexual,Black,Male,Middle Eastern,Masculine,1,0,28,1,Buddhist,0,0
388,3699,Australia,Male,0,Asian,Divorced,Mexico,Single,European,Bisexual,Black,Male,African,Feminine,0,1,24,0,Buddhist,1,0
389,17578,Vietnam,Male,0,White,Married,US,Divorced,Hispanic,Bisexual,Yellow,Male,Latin,Masculine,1,0,69,0,Atheist,1,0
390,19832,Vietnam,Male,1,Black,Single,South Korea,Married,Middle Eastern,Heterosexual,Yellow,Male,Western,Feminine,1,1,40,1,Atheist,1,0
391,4757,China,Male,1,Hispanic,Married,South Korea,Single,Hispanic,Homosexual,Yellow,Male,Latin,Masculine,1,0,39,1,Muslim,1,0
392,16103,Canada,Male,0,Black,Single,US,Married,Hispanic,Bisexual,White,Male,Latin,Feminine,1,1,39,1,Muslim,0,0
393,13870,South Korea,Female,1,Arab,Single,US,Single,African,Homosexual,Brown,Female,Western,Feminine,1,0,25,0,Christian,0,1
394,11005,China,Male,0,Hispanic,Married,US,Divorced,Middle Eastern,Bisexual,Yellow,Male,Latin,Masculine,1,0,44,1,Atheist,1,0
395,3848,India,Female,1,Arab,Divorced,China,Single,Middle Eastern,Heterosexual,Yellow,Female,African,Feminine,0,0,37,1,Atheist,0,1
396,18956,US,Female,1,Black,Divorced,China,Single,Middle Eastern,Homosexual,Yellow,Female,Middle Eastern,Feminine,1,1,45,1,Hindu,0,1
397,10304,Jordan,Female,1,Black,Single,South Korea,Single,Hispanic,Homosexual,Yellow,Female,African,Masculine,0,0,44,0,Hindu,1,1
398,10881,Taiwan,Female,0,Arab,Single,South Korea,Divorced,African,Heterosexual,Yellow,Female,Asian,Feminine,1,0,64,0,Christian,1,0
399,8768,India,Female,0,Asian,Single,South Korea,Married,Asian,Homosexual,Black,Female,African,Masculine,1,0,21,0,Muslim,1,0
400,2135,Hong Kong,Male,0,Black,Divorced,China,Divorced,African,Homosexual,White,Male,Asian,Masculine,0,1,52,1,Christian,0,0
401,17145,US,Male,0,Asian,Divorced,Mexico,Single,Middle Eastern,Bisexual,White,Male,Western,Masculine,0,0,51,0,Atheist,0,1
402,10841,Vietnam,Female,1,Arab,Divorced,South Korea,Divorced,African,Homosexual,Brown,Female,Latin,Feminine,1,1,55,1,Hindu,0,0
403,14286,Mexico,Female,1,Black,Divorced,US,Married,Hispanic,Heterosexual,Brown,Female,Middle Eastern,Masculine,1,0,62,0,Jewish,1,0
404,10908,Argentina,Male,1,White,Single,Mexico,Married,Middle Eastern,Heterosexual,White,Male,Western,Feminine,0,1,65,0,Atheist,1,1
405,18537,China,Male,1,Black,Married,Mexico,Divorced,African,Heterosexual,White,Male,Asian,Masculine,0,1,66,1,Hindu,1,1
406,12217,China,Female,1,Hispanic,Divorced,Canada,Divorced,African,Bisexual,Brown,Female,Asian,Masculine,1,0,32,1,Christian,0,1
407,4553,Argentina,Female,1,Hispanic,Married,Mexico,Married,Hispanic,Bisexual,White,Female,Asian,Masculine,0,1,62,1,Buddhist,0,0
408,9438,China,Male,0,Hispanic,Single,US,Single,European,Homosexual,Black,Male,African,Masculine,1,0,28,0,Buddhist,0,0
409,9868,South Korea,Male,1,Hispanic,Single,China,Married,Hispanic,Heterosexual,White,Male,Latin,Feminine,0,1,43,1,Jewish,0,1
410,5683,Brazil,Female,1,Arab,Married,South Korea,Married,Asian,Heterosexual,Black,Female,Middle Eastern,Masculine,1,0,29,0,Christian,0,0
411,8233,India,Female,1,Black,Divorced,China,Single,European,Heterosexual,Black,Female,African,Masculine,0,0,62,0,Atheist,1,1
412,12486,South Korea,Female,1,Arab,Married,China,Married,Middle Eastern,Bisexual,Yellow,Female,Western,Feminine,0,1,34,0,Hindu,0,0
413,14076,Mexico,Female,0,Black,Divorced,China,Divorced,Asian,Homosexual,Brown,Female,Middle Eastern,Masculine,0,1,44,0,Jewish,1,1
414,12925,Mexico,Female,1,Arab,Divorced,US,Single,Middle Eastern,Heterosexual,White,Female,African,Masculine,1,0,23,1,Buddhist,0,1
415,11183,Canada,Male,0,Hispanic,Single,South Korea,Divorced,African,Bisexual,Yellow,Male,Western,Masculine,1,0,35,1,Hindu,1,0
416,14687,Mexico,Female,1,Black,Divorced,China,Single,Middle Eastern,Heterosexual,White,Female,Western,Feminine,0,1,40,0,Hindu,0,1
417,3822,Mexico,Male,1,Hispanic,Married,US,Married,European,Bisexual,White,Male,Western,Masculine,0,0,32,1,Hindu,0,1
418,4205,South Korea,Female,0,Arab,Married,Canada,Married,African,Homosexual,Black,Female,Western,Feminine,0,1,22,1,Buddhist,0,0
419,11838,Jordan,Male,0,Asian,Married,South Korea,Single,Asian,Homosexual,Brown,Male,Asian,Masculine,1,0,65,1,Atheist,1,1
420,3128,US,Female,0,Hispanic,Divorced,South Korea,Divorced,African,Heterosexual,Yellow,Female,Latin,Masculine,0,0,29,1,Christian,1,0
421,15026,South Korea,Female,1,White,Divorced,South Korea,Divorced,Middle Eastern,Heterosexual,White,Female,Latin,Feminine,0,1,69,1,Buddhist,1,0
422,19833,UK,Female,0,Asian,Married,China,Married,Middle Eastern,Heterosexual,Brown,Female,African,Masculine,1,0,65,0,Atheist,1,0
423,7859,South Korea,Female,0,Black,Divorced,South Korea,Divorced,Hispanic,Homosexual,Black,Female,Middle Eastern,Masculine,0,0,46,0,Atheist,0,0
424,2276,UK,Female,1,Hispanic,Divorced,South Korea,Married,Middle Eastern,Homosexual,Brown,Female,Middle Eastern,Feminine,0,0,68,0,Atheist,1,0
425,12561,Brazil,Male,1,Asian,Single,China,Divorced,European,Homosexual,Black,Male,African,Feminine,0,1,31,1,Atheist,1,1
426,16444,US,Female,1,Asian,Divorced,South Korea,Married,Asian,Bisexual,Black,Female,Latin,Feminine,0,0,45,0,Muslim,1,1
427,15966,Nigeria,Male,0,Hispanic,Divorced,South Korea,Single,Hispanic,Homosexual,Yellow,Male,Asian,Feminine,0,1,44,0,Jewish,1,1
428,7306,UK,Female,0,White,Married,South Korea,Divorced,African,Bisexual,Black,Female,Asian,Masculine,1,0,39,0,Atheist,1,0
429,3338,Canada,Female,1,Arab,Married,China,Divorced,Asian,Homosexual,White,Female,Asian,Masculine,0,0,56,1,Hindu,1,1
430,12684,China,Male,0,Black,Married,US,Single,European,Bisexual,Brown,Male,Middle Eastern,Feminine,0,0,61,0,Christian,1,0
431,1175,Australia,Female,1,White,Divorced,Mexico,Married,Asian,Bisexual,Black,Female,African,Masculine,0,0,60,1,Christian,1,1
432,9907,Australia,Male,1,Asian,Single,South Korea,Divorced,Middle Eastern,Homosexual,White,Male,Middle Eastern,Feminine,0,0,48,1,Buddhist,0,0
433,13446,Australia,Female,1,White,Divorced,Canada,Divorced,Middle Eastern,Homosexual,White,Female,Western,Feminine,1,0,37,0,Buddhist,1,0
434,15383,Hong Kong,Male,0,Asian,Divorced,Canada,Single,Hispanic,Heterosexual,Yellow,Male,Latin,Masculine,0,0,35,1,Buddhist,1,0
435,12808,Canada,Male,0,White,Single,US,Divorced,Hispanic,Heterosexual,Yellow,Male,Western,Feminine,1,0,20,0,Christian,0,1
436,10269,Canada,Male,1,Hispanic,Single,Mexico,Divorced,Hispanic,Homosexual,Black,Male,Asian,Masculine,1,1,68,1,Muslim,0,0
437,14244,Jordan,Male,0,Asian,Single,Canada,Divorced,African,Bisexual,White,Male,Latin,Masculine,1,1,32,0,Jewish,1,0
438,13411,Australia,Male,0,Arab,Married,Canada,Married,Hispanic,Heterosexual,Black,Male,Western,Masculine,1,0,67,0,Muslim,0,1
439,3246,Brazil,Male,0,Black,Married,Mexico,Married,African,Bisexual,Yellow,Male,Western,Masculine,0,0,65,1,Hindu,1,1
440,17318,China,Male,0,White,Married,South Korea,Single,Asian,Bisexual,Brown,Male,Middle Eastern,Feminine,0,0,47,0,Atheist,1,1
441,6888,Brazil,Female,1,Asian,Married,South Korea,Divorced,European,Heterosexual,Brown,Female,Middle Eastern,Feminine,1,0,23,0,Jewish,0,0
442,11135,Argentina,Male,1,Hispanic,Divorced,Mexico,Single,Middle Eastern,Bisexual,White,Male,African,Feminine,1,0,30,1,Jewish,1,1
443,2946,US,Female,1,Black,Single,South Korea,Single,Asian,Homosexual,Yellow,Female,Middle Eastern,Feminine,1,1,30,0,Jewish,1,1
444,6972,Canada,Male,0,White,Divorced,South Korea,Single,Asian,Homosexual,White,Male,Middle Eastern,Feminine,0,0,28,0,Jewish,1,1
445,12416,Hong Kong,Male,0,Hispanic,Single,South Korea,Married,Middle Eastern,Homosexual,White,Male,Western,Masculine,0,1,54,1,Muslim,1,1
446,12815,Australia,Male,1,Asian,Single,Canada,Divorced,Hispanic,Heterosexual,Yellow,Male,Middle Eastern,Masculine,1,0,40,1,Hindu,1,0
447,13041,Australia,Male,0,Arab,Married,South Korea,Single,Asian,Homosexual,Black,Male,Middle Eastern,Masculine,1,1,55,1,Hindu,0,1
448,2966,Taiwan,Male,1,Hispanic,Divorced,Canada,Divorced,European,Homosexual,Black,Male,Asian,Feminine,0,0,42,1,Buddhist,0,1
449,14982,US,Female,0,Black,Married,Mexico,Married,Hispanic,Bisexual,Brown,Female,Middle Eastern,Masculine,0,1,60,0,Buddhist,1,1
450,15600,Mexico,Male,0,Black,Divorced,US,Married,Hispanic,Homosexual,Yellow,Male,Asian,Feminine,0,0,22,0,Christian,1,1
451,19206,India,Female,1,Asian,Divorced,Mexico,Married,Middle Eastern,Heterosexual,Black,Female,Middle Eastern,Masculine,1,1,46,0,Buddhist,1,0
452,14890,Nigeria,Male,1,Hispanic,Divorced,Mexico,Single,Asian,Bisexual,Yellow,Male,Western,Feminine,1,1,54,1,Hindu,1,1
453,6938,UK,Female,0,Hispanic,Single,US,Married,European,Bisexual,Brown,Female,Latin,Masculine,1,1,56,1,Jewish,1,1
454,17787,Jordan,Female,0,Arab,Divorced,US,Single,Asian,Homosexual,White,Female,Asian,Feminine,1,1,68,0,Muslim,0,0
455,6535,South Korea,Female,1,White,Married,South Korea,Divorced,Middle Eastern,Homosexual,Black,Female,Middle Eastern,Masculine,0,1,49,1,Christian,1,0
456,6317,Jordan,Male,0,Hispanic,Married,South Korea,Single,Asian,Homosexual,Black,Male,African,Feminine,1,1,21,1,Hindu,1,0
457,12870,Canada,Female,1,Black,Single,US,Married,African,Heterosexual,Brown,Female,Latin,Masculine,0,1,37,0,Buddhist,1,1
458,13734,South Korea,Male,1,Black,Divorced,South Korea,Single,Middle Eastern,Bisexual,White,Male,Middle Eastern,Masculine,0,0,58,1,Jewish,1,1
459,4913,Nigeria,Female,0,Hispanic,Single,China,Married,European,Bisexual,Black,Female,Western,Feminine,1,1,23,1,Jewish,0,0
460,16282,Mexico,Male,0,White,Single,Mexico,Divorced,Asian,Bisexual,Black,Male,Middle Eastern,Masculine,0,1,39,1,Muslim,0,0
461,12656,Argentina,Female,0,Hispanic,Married,Mexico,Single,African,Bisexual,White,Female,Western,Masculine,1,0,34,1,Muslim,0,0
462,14159,China,Female,1,Asian,Single,Mexico,Married,Middle Eastern,Homosexual,White,Female,Western,Masculine,1,0,22,0,Hindu,1,1
463,8945,Canada,Male,1,White,Single,Mexico,Divorced,European,Heterosexual,Brown,Male,Asian,Feminine,1,1,54,1,Christian,1,0
464,16362,Mexico,Male,1,Arab,Divorced,US,Married,Asian,Bisexual,Brown,Male,African,Masculine,1,1,30,0,Muslim,0,0
465,11615,China,Male,1,Black,Single,US,Divorced,African,Homosexual,Black,Male,Latin,Feminine,0,1,69,1,Buddhist,0,1
466,9855,Taiwan,Female,1,Arab,Divorced,Mexico,Married,Hispanic,Homosexual,White,Female,Asian,Feminine,0,0,28,1,Jewish,0,1
467,8858,Hong Kong,Male,0,White,Divorced,Canada,Divorced,Hispanic,Bisexual,Brown,Male,Asian,Masculine,1,0,46,0,Jewish,0,0
468,15172,Hong Kong,Female,1,Arab,Single,US,Married,Middle Eastern,Homosexual,Black,Female,Latin,Masculine,1,1,57,1,Muslim,1,1
469,10985,South Korea,Female,0,Hispanic,Married,US,Married,Asian,Bisexual,Black,Female,Middle Eastern,Masculine,1,0,45,0,Muslim,1,0
470,1340,US,Female,1,Asian,Single,South Korea,Married,European,Heterosexual,Yellow,Female,African,Masculine,1,1,36,1,Buddhist,1,0
471,8989,Vietnam,Female,1,Arab,Married,Canada,Single,Hispanic,Heterosexual,Black,Female,Asian,Masculine,0,1,51,0,Christian,1,1
472,4732,Korea,Male,1,Hispanic,Divorced,Mexico,Divorced,Hispanic,Heterosexual,White,Male,African,Feminine,0,1,62,1,Hindu,1,1
473,14230,UK,Female,1,Black,Divorced,China,Divorced,Asian,Bisexual,Black,Female,African,Masculine,0,0,22,0,Jewish,1,0
474,15346,China,Female,0,Asian,Single,China,Single,Middle Eastern,Heterosexual,Yellow,Female,Middle Eastern,Feminine,1,1,63,1,Buddhist,0,0
475,12882,Mexico,Female,1,White,Married,China,Single,Asian,Heterosexual,White,Female,African,Masculine,0,0,41,1,Jewish,1,1
476,3190,Nigeria,Female,1,White,Married,US,Divorced,Middle Eastern,Bisexual,Yellow,Female,Middle Eastern,Feminine,1,1,67,1,Hindu,1,1
477,16531,UK,Male,0,White,Single,China,Divorced,European,Homosexual,Brown,Male,Western,Masculine,0,0,51,0,Jewish,0,1
478,19334,Korea,Male,1,White,Divorced,China,Divorced,African,Bisexual,White,Male,Latin,Feminine,1,0,49,1,Hindu,0,1
479,16191,Australia,Male,1,Arab,Married,Mexico,Single,European,Bisexual,Yellow,Male,African,Feminine,1,1,64,1,Hindu,1,0
480,5694,Nigeria,Female,0,White,Single,Mexico,Divorced,African,Bisexual,Black,Female,Middle Eastern,Masculine,1,1,54,0,Atheist,0,0
481,9367,Taiwan,Male,1,Arab,Married,Mexico,Married,African,Heterosexual,Black,Male,Western,Masculine,0,0,54,1,Jewish,1,1
482,16004,India,Female,0,White,Married,China,Married,Hispanic,Heterosexual,Brown,Female,African,Masculine,0,1,35,0,Hindu,0,0
483,5734,Australia,Male,0,Black,Married,South Korea,Married,European,Bisexual,Brown,Male,Western,Feminine,0,1,42,0,Christian,0,0
484,9413,Nigeria,Female,1,Asian,Divorced,Canada,Married,Asian,Homosexual,Black,Female,Western,Feminine,0,1,64,0,Muslim,1,0
485,16965,Canada,Female,1,Arab,Married,US,Single,European,Bisexual,Yellow,Female,Middle Eastern,Masculine,1,1,25,0,Hindu,0,0
486,12656,Brazil,Female,1,Hispanic,Married,US,Single,Middle Eastern,Homosexual,Black,Female,Asian,Feminine,1,0,56,0,Christian,0,0
487,16468,Mexico,Female,0,Asian,Divorced,Canada,Divorced,Middle Eastern,Bisexual,Yellow,Female,Asian,Feminine,1,0,67,0,Jewish,0,1
488,1397,Korea,Female,1,Arab,Married,Canada,Divorced,Asian,Heterosexual,Yellow,Female,African,Feminine,0,0,69,0,Buddhist,0,1
489,1133,Korea,Female,1,Arab,Divorced,South Korea,Divorced,European,Bisexual,Black,Female,African,Feminine,0,0,53,1,Atheist,0,1
490,4859,Mexico,Male,0,Arab,Married,US,Divorced,Hispanic,Bisexual,Brown,Male,African,Feminine,0,1,42,0,Hindu,1,0
491,19457,Australia,Male,0,White,Single,Canada,Married,African,Heterosexual,White,Male,Middle Eastern,Feminine,0,0,65,0,Muslim,1,1
492,14744,India,Female,1,Hispanic,Divorced,Mexico,Married,Middle Eastern,Bisexual,Yellow,Female,Asian,Feminine,1,1,31,0,Hindu,1,0
493,15197,Taiwan,Female,1,Black,Married,Canada,Married,European,Homosexual,Black,Female,Latin,Masculine,1,0,35,1,Christian,1,1
494,2853,Korea,Male,1,Black,Divorced,South Korea,Married,European,Heterosexual,Brown,Male,Latin,Masculine,0,1,34,1,Jewish,0,1
495,17656,Australia,Female,1,Arab,Single,Canada,Married,European,Heterosexual,White,Female,African,Masculine,0,1,51,0,Christian,0,0
496,8847,UK,Female,1,Arab,Divorced,Mexico,Single,Middle Eastern,Bisexual,Black,Female,Western,Feminine,1,0,63,1,Buddhist,1,0
497,17781,Mexico,Male,0,Arab,Single,Canada,Married,European,Bisexual,Yellow,Male,Middle Eastern,Masculine,1,0,38,1,Hindu,1,1
498,3226,Vietnam,Female,0,Hispanic,Married,Mexico,Single,European,Heterosexual,Black,Female,African,Feminine,1,1,36,0,Muslim,1,0
499,18025,Brazil,Female,0,Black,Married,South Korea,Single,Asian,Homosexual,Black,Female,Western,Feminine,1,1,43,1,Jewish,0,1
500,4665,Australia,Male,0,Black,Single,US,Married,Hispanic,Heterosexual,Yellow,Male,Latin,Feminine,1,0,64,1,Muslim,0,1
501,10984,Korea,Male,0,Black,Married,Mexico,Divorced,Middle Eastern,Heterosexual,Yellow,Male,Western,Masculine,1,0,61,0,Christian,0,0
502,3024,Australia,Male,0,Arab,Divorced,US,Divorced,Middle Eastern,Bisexual,White,Male,Latin,Feminine,0,1,20,0,Muslim,1,0
503,14418,Argentina,Male,0,Hispanic,Divorced,South Korea,Married,European,Homosexual,Yellow,Male,Asian,Masculine,1,1,29,1,Hindu,1,0
504,11344,Australia,Female,0,White,Divorced,South Korea,Divorced,African,Bisexual,Black,Female,Middle Eastern,Masculine,1,1,39,0,Atheist,0,1
505,15624,UK,Female,1,Arab,Married,South Korea,Married,Middle Eastern,Heterosexual,Yellow,Female,African,Feminine,1,0,26,1,Hindu,1,1
506,8745,Nigeria,Female,0,Arab,Single,Mexico,Married,Asian,Bisexual,Brown,Female,Asian,Masculine,0,0,47,1,Buddhist,1,1
507,5368,Brazil,Male,0,White,Married,China,Divorced,Asian,Bisexual,Black,Male,Asian,Masculine,1,0,38,1,Buddhist,0,0
508,6028,Mexico,Female,1,Black,Divorced,US,Divorced,Asian,Heterosexual,Black,Female,Western,Masculine,1,1,43,1,Buddhist,1,1
509,9133,China,Female,0,White,Divorced,Canada,Single,Asian,Heterosexual,Yellow,Female,African,Masculine,1,0,66,1,Muslim,1,1
510,16446,Canada,Female,1,Black,Married,South Korea,Single,European,Heterosexual,Yellow,Female,Latin,Masculine,0,0,37,0,Jewish,1,0
511,2005,Taiwan,Male,1,Black,Single,Canada,Married,African,Homosexual,Yellow,Male,Asian,Masculine,1,1,34,0,Christian,0,0
512,9322,India,Male,0,Asian,Single,Canada,Divorced,European,Homosexual,White,Male,Western,Feminine,1,0,59,0,Christian,0,1
513,11962,Australia,Female,1,Arab,Single,Mexico,Divorced,Middle Eastern,Heterosexual,Brown,Female,Western,Masculine,1,1,67,1,Atheist,1,0
514,2727,US,Male,1,Asian,Divorced,Mexico,Married,African,Homosexual,White,Male,Latin,Feminine,1,1,64,1,Christian,1,0
515,2826,Brazil,Male,0,White,Single,US,Divorced,Hispanic,Bisexual,Black,Male,Middle Eastern,Feminine,1,1,63,0,Hindu,0,0
516,14693,Mexico,Female,1,White,Married,Mexico,Married,Middle Eastern,Heterosexual,Brown,Female,Western,Masculine,0,1,52,0,Muslim,0,0
517,4857,Korea,Female,0,Black,Married,South Korea,Single,Hispanic,Bisexual,Brown,Female,Middle Eastern,Feminine,1,1,66,0,Hindu,0,1
518,16596,US,Female,0,White,Married,Canada,Divorced,European,Bisexual,Yellow,Female,Middle Eastern,Feminine,0,0,21,1,Atheist,0,0
519,16094,Taiwan,Female,1,Hispanic,Married,South Korea,Divorced,African,Heterosexual,Black,Female,Middle Eastern,Masculine,0,0,56,0,Jewish,1,0
520,9276,Nigeria,Female,1,Asian,Married,US,Married,European,Heterosexual,Black,Female,Asian,Masculine,0,1,33,0,Atheist,1,1
521,1834,South Korea,Male,0,Hispanic,Single,Canada,Married,Asian,Homosexual,Black,Male,Western,Masculine,0,1,29,1,Muslim,0,1
522,4255,Brazil,Female,1,Asian,Single,Canada,Divorced,European,Bisexual,Yellow,Female,Latin,Feminine,0,1,48,1,Hindu,1,0
523,18502,Jordan,Female,1,Black,Single,Mexico,Married,African,Heterosexual,Yellow,Female,Middle Eastern,Feminine,1,0,36,0,Buddhist,0,0
524,3011,Vietnam,Female,0,Arab,Single,China,Divorced,European,Bisexual,Brown,Female,Latin,Masculine,0,0,54,1,Christian,1,1
525,9115,Canada,Male,0,Asian,Single,South Korea,Married,Middle Eastern,Bisexual,White,Male,Asian,Masculine,1,0,66,0,Hindu,0,1
526,4520,Argentina,Male,0,White,Divorced,South Korea,Divorced,European,Bisexual,Black,Male,Middle Eastern,Feminine,0,1,20,1,Christian,0,1
527,8483,India,Female,0,Asian,Single,Canada,Married,African,Bisexual,Black,Female,Latin,Masculine,1,1,43,0,Muslim,0,0
528,19509,Hong Kong,Female,0,Arab,Single,Canada,Married,European,Homosexual,White,Female,Latin,Feminine,0,0,31,1,Muslim,0,0
529,3032,Jordan,Female,1,Asian,Divorced,Canada,Married,Middle Eastern,Homosexual,Brown,Female,Latin,Feminine,1,0,24,1,Christian,0,1
530,16603,US,Female,0,White,Married,US,Divorced,Hispanic,Heterosexual,Black,Female,African,Feminine,1,0,65,1,Buddhist,0,1
531,4830,Korea,Female,0,Black,Married,China,Divorced,Hispanic,Heterosexual,Black,Female,Asian,Masculine,1,1,68,0,Buddhist,1,0
532,15118,Mexico,Male,1,Hispanic,Single,Canada,Single,European,Heterosexual,Black,Male,Western,Masculine,1,1,59,0,Christian,1,1
533,9379,Argentina,Male,0,Asian,Married,US,Divorced,African,Bisexual,Brown,Male,Western,Feminine,0,0,38,1,Christian,0,0
534,3668,Hong Kong,Male,1,Black,Married,China,Divorced,Asian,Homosexual,Black,Male,Western,Feminine,1,1,67,0,Atheist,0,1
535,8098,Vietnam,Male,0,Arab,Divorced,US,Married,European,Bisexual,Brown,Male,Middle Eastern,Masculine,0,1,49,0,Hindu,1,1
536,3020,South Korea,Male,1,Arab,Married,Mexico,Divorced,Hispanic,Homosexual,Yellow,Male,Asian,Masculine,0,1,50,0,Christian,1,1
537,11875,South Korea,Male,0,Arab,Divorced,Canada,Divorced,Hispanic,Bisexual,Black,Male,Western,Feminine,1,0,44,0,Jewish,0,1
538,2507,Argentina,Male,1,White,Single,South Korea,Single,Asian,Heterosexual,Black,Male,Latin,Masculine,0,1,31,0,Buddhist,1,1
539,7210,Nigeria,Female,1,Black,Divorced,US,Single,Hispanic,Bisexual,White,Female,Middle Eastern,Feminine,0,1,56,0,Muslim,0,0
540,11633,India,Female,0,Black,Single,South Korea,Divorced,African,Homosexual,Yellow,Female,Latin,Masculine,1,1,22,0,Hindu,1,0
541,2443,Korea,Female,0,Black,Married,South Korea,Married,European,Homosexual,Black,Female,Western,Feminine,1,0,20,0,Muslim,0,1
542,7417,South Korea,Male,0,Arab,Married,China,Divorced,Middle Eastern,Heterosexual,Brown,Male,African,Feminine,0,0,58,1,Buddhist,1,0
543,11448,US,Male,0,Black,Single,China,Married,Asian,Homosexual,Brown,Male,African,Masculine,0,0,63,1,Buddhist,0,1
544,7345,Korea,Male,0,Hispanic,Married,China,Divorced,African,Bisexual,Brown,Male,Western,Masculine,0,0,51,1,Jewish,1,0
545,11823,Jordan,Male,1,Black,Married,Canada,Divorced,Middle Eastern,Bisexual,Black,Male,Middle Eastern,Feminine,1,1,28,0,Buddhist,0,0
546,14129,Brazil,Male,0,Arab,Married,South Korea,Married,Asian,Heterosexual,White,Male,Asian,Masculine,0,0,56,0,Muslim,0,1
547,3230,Vietnam,Female,1,Hispanic,Single,Mexico,Divorced,Asian,Bisexual,Yellow,Female,Latin,Masculine,1,1,66,0,Atheist,1,0
548,3998,US,Female,1,Black,Divorced,US,Single,Hispanic,Heterosexual,White,Female,Asian,Feminine,0,1,56,0,Buddhist,1,0
549,6864,Australia,Male,1,White,Divorced,Canada,Married,African,Bisexual,Yellow,Male,Latin,Masculine,0,0,52,0,Atheist,0,1
550,11264,Canada,Male,0,Asian,Divorced,US,Married,African,Bisexual,Brown,Male,African,Masculine,1,1,44,1,Atheist,0,0
551,19956,Mexico,Female,0,Black,Divorced,Canada,Married,Middle Eastern,Heterosexual,Black,Female,Asian,Masculine,1,1,43,1,Atheist,1,1
552,7577,Australia,Female,0,Hispanic,Single,Canada,Single,Hispanic,Homosexual,Yellow,Female,Middle Eastern,Masculine,0,1,41,0,Hindu,0,1
553,4982,Argentina,Male,1,Hispanic,Divorced,China,Divorced,Asian,Heterosexual,White,Male,Western,Feminine,0,1,22,0,Muslim,0,1
554,11152,Vietnam,Female,1,White,Married,Canada,Single,Hispanic,Heterosexual,Brown,Female,Western,Masculine,0,1,27,1,Jewish,0,1
555,10004,Argentina,Female,1,Black,Married,China,Divorced,Middle Eastern,Heterosexual,Brown,Female,Western,Masculine,1,0,30,0,Jewish,0,0
556,4983,Canada,Male,0,Black,Married,Mexico,Single,Middle Eastern,Homosexual,Brown,Male,Asian,Masculine,1,1,31,0,Jewish,0,0
557,16256,Hong Kong,Male,1,White,Single,Mexico,Single,African,Bisexual,White,Male,Latin,Masculine,0,1,30,1,Muslim,0,0
558,16945,India,Female,0,Asian,Divorced,US,Divorced,Hispanic,Bisexual,Yellow,Female,Latin,Masculine,1,0,54,0,Hindu,1,1
559,18447,UK,Female,0,Arab,Single,South Korea,Divorced,Hispanic,Heterosexual,Brown,Female,Western,Feminine,0,0,48,0,Hindu,0,1
560,18131,China,Male,0,Asian,Married,Mexico,Single,Asian,Heterosexual,Brown,Male,Middle Eastern,Masculine,1,0,21,1,Jewish,1,1
561,15471,South Korea,Male,1,Black,Married,Canada,Divorced,African,Homosexual,Yellow,Male,African,Masculine,1,0,64,1,Muslim,0,1
562,4694,Mexico,Male,1,Asian,Married,South Korea,Married,Middle Eastern,Bisexual,Black,Male,Latin,Feminine,1,1,39,1,Jewish,0,1
563,2877,Hong Kong,Male,0,White,Single,US,Single,Hispanic,Bisexual,Brown,Male,African,Masculine,1,0,55,1,Jewish,0,0
564,10617,Jordan,Male,1,Arab,Married,US,Single,European,Homosexual,White,Male,Western,Feminine,0,0,66,1,Muslim,1,1
565,14499,Korea,Female,0,Black,Married,South Korea,Divorced,Middle Eastern,Heterosexual,Brown,Female,Middle Eastern,Masculine,1,0,54,1,Buddhist,1,0
566,13912,Hong Kong,Female,0,Black,Married,China,Divorced,Asian,Heterosexual,Yellow,Female,Western,Feminine,0,0,65,1,Hindu,0,0
567,1808,Mexico,Female,0,Black,Single,US,Divorced,Hispanic,Bisexual,White,Female,Latin,Feminine,1,0,31,1,Hindu,1,1
568,1049,Brazil,Female,0,White,Divorced,Canada,Single,Middle Eastern,Heterosexual,Black,Female,African,Feminine,0,0,50,0,Muslim,0,1
569,7092,UK,Male,1,Hispanic,Divorced,China,Single,Asian,Bisexual,Black,Male,Asian,Masculine,1,1,52,1,Hindu,0,0
